ID1,ID2,ID3,Kt,theta0
976,994,941,63.0000,1.9216
977,962,953,70.0000,2.0420
977,962,961,80.0000,2.1991
978,997,942,50.0000,1.9111
979,1000,964,35.0000,1.9111
980,967,942,80.0000,2.1014
980,967,976,80.0000,2.1450
982,931,898,85.0000,2.1415
982,931,901,70.0000,2.3178
982,999,965,63.0000,2.0944
983,955,899,35.0000,1.9111
983,955,938,33.0000,1.8815
984,939,912,33.0000,1.8815
984,939,916,37.5000,1.9321
984,939,953,37.5000,1.9321
985,971,926,33.0000,1.8815
985,971,973,33.0000,1.8815
987,1001,960,33.0000,1.8815
988,930,878,50.0000,2.1276
988,930,925,35.0000,2.0909
989,965,919,35.0000,2.0944
990,988,930,80.0000,2.1450
991,970,929,58.3500,1.9670
991,970,949,37.5000,1.9321
992,969,915,35.0000,2.0909
993,955,899,35.0000,1.9111
993,955,938,33.0000,1.8815
993,955,983,33.0000,1.8815
994,941,891,70.0000,2.0351
994,941,952,80.0000,2.1014
994,976,966,38.0000,2.0665
994,976,967,50.0000,2.1276
994,1015,981,37.5000,1.9321
995,969,915,35.0000,2.0909
995,969,992,35.0000,2.0944
996,953,923,33.0000,1.8815
996,953,939,37.5000,1.9321
996,953,962,35.0000,1.9111
997,942,911,80.0000,1.9146
997,942,922,37.5000,1.9321
997,942,967,63.0000,1.9391
997,978,950,55.0000,1.8937
998,936,910,38.0000,2.0665
998,936,920,50.0000,2.1276
998,1000,964,50.0000,1.9111
998,1000,979,37.5000,1.9321
999,965,919,63.0000,2.0944
999,965,989,35.0000,2.0944
999,982,931,85.0000,2.0944
1000,964,924,55.0000,1.8937
1000,998,936,80.0000,1.9146
1001,1017,986,35.0000,1.9111
1002,951,916,70.0000,2.0351
1002,951,940,80.0000,2.1450
1004,982,931,35.0000,2.0944
1004,982,999,35.0000,2.0944
1005,1002,951,35.0000,2.0909
1006,1018,971,37.5000,1.9321
1007,968,934,50.0000,2.1276
1007,968,958,35.0000,2.0909
1007,1039,1002,63.0000,1.9216
1008,1009,945,80.0000,1.9146
1009,945,907,58.3500,1.9670
1009,945,932,37.5000,1.9321
1009,945,948,37.5000,1.9321
1009,1008,972,38.0000,2.0665
1010,970,929,37.5000,1.9321
1010,970,949,33.0000,1.8815
1010,970,991,37.5000,1.9321
1012,1018,971,58.3500,1.9670
1012,1018,1006,37.5000,1.9321
1012,1030,1011,37.5000,1.9321
1013,991,946,33.0000,1.8815
1013,991,970,37.5000,1.9321
1014,998,936,35.0000,1.9111
1014,998,1000,37.5000,1.9321
1015,994,941,63.0000,1.9391
1015,994,976,80.0000,1.9146
1016,1036,998,70.0000,2.0351
1016,1043,1012,80.0000,1.9146
1017,1001,960,35.0000,1.9111
1017,1001,987,35.0000,1.9111
1018,971,926,37.5000,1.9321
1018,971,973,37.5000,1.9321
1018,971,985,37.5000,1.9321
1018,1012,963,37.5000,1.9321
1019,1033,1003,33.0000,1.8815
1020,997,942,37.5000,1.9321
1020,997,978,35.0000,1.9111
1021,1007,968,80.0000,2.1450
1022,1040,997,37.5000,1.9321
1024,991,946,35.0000,1.9111
1024,991,970,63.0000,1.9391
1024,991,1013,35.0000,1.9111
1025,1030,1011,33.0000,1.8815
1025,1030,1012,37.5000,1.9321
1026,1034,988,35.0000,1.9111
1027,1009,945,37.5000,1.9321
1027,1009,1008,35.0000,1.9111
1028,994,941,35.0000,1.9111
1028,994,976,35.0000,1.9111
1028,994,1015,37.5000,1.9321
1029,1017,986,35.0000,1.9111
1029,1017,1001,35.0000,1.9111
1030,1012,963,37.5000,1.9321
1030,1012,1018,58.3500,1.9670
1031,999,965,35.0000,2.0944
1031,999,982,35.0000,2.0944
1032,1024,991,70.0000,2.0420
1033,1045,1001,58.3500,1.9670
1034,988,930,70.0000,2.0351
1034,988,990,80.0000,2.1014
1034,1050,1023,37.5000,1.9321
1035,1015,981,33.0000,1.8815
1035,1015,994,37.5000,1.9321
1036,998,936,63.0000,1.9216
1036,998,1000,63.0000,1.9391
1036,998,1014,35.0000,1.9111
1036,1016,975,35.0000,2.0909
1037,1024,991,70.0000,2.0420
1037,1024,1032,80.0000,2.1991
1039,1002,951,50.0000,2.1276
1039,1002,1005,38.0000,2.0665
1039,1007,968,70.0000,2.0351
1039,1007,1021,80.0000,2.1014
1040,997,942,58.3500,1.9670
1040,997,978,50.0000,1.9111
1040,997,1020,37.5000,1.9321
1042,1015,981,33.0000,1.8815
1042,1015,994,37.5000,1.9321
1042,1015,1035,33.0000,1.8815
1043,1012,963,37.5000,1.9321
1043,1012,1018,58.3500,1.9670
1043,1012,1030,58.3500,1.9670
1043,1016,975,38.0000,2.0665
1043,1016,1036,50.0000,2.1276
1043,1047,1008,70.0000,2.0351
1044,1017,986,35.0000,1.9111
1044,1017,1001,35.0000,1.9111
1044,1017,1029,35.0000,1.9111
1045,1001,960,37.5000,1.9321
1045,1001,987,37.5000,1.9321
1045,1001,1017,80.0000,1.9408
1045,1033,1003,37.5000,1.9321
1045,1033,1019,37.5000,1.9321
1046,1009,945,63.0000,1.9391
1046,1009,1008,63.0000,1.9216
1046,1009,1027,35.0000,1.9111
1046,1054,1038,35.0000,2.0909
1047,1008,972,35.0000,2.0909
1047,1008,1009,50.0000,2.1276
1047,1043,1012,63.0000,1.9391
1047,1043,1016,63.0000,1.9216
1048,1039,1002,35.0000,1.9111
1048,1039,1007,35.0000,1.9111
1049,1051,1000,37.5000,1.9321
1050,1034,988,63.0000,1.9391
1050,1034,1026,37.5000,1.9321
1051,1000,964,50.0000,1.9111
1051,1000,979,37.5000,1.9321
1051,1000,998,58.3500,1.9670
1052,1018,971,37.5000,1.9321
1052,1018,1006,33.0000,1.8815
1052,1018,1012,37.5000,1.9321
1054,1046,1009,70.0000,2.0351
1055,1050,1023,35.0000,1.9111
1055,1050,1034,50.0000,1.9111
1056,1040,997,37.5000,1.9321
1056,1040,1022,33.0000,1.8815
1057,1073,1053,33.0000,1.8815
1058,1045,1001,37.5000,1.9321
1058,1045,1033,37.5000,1.9321
1059,1040,997,37.5000,1.9321
1059,1040,1022,33.0000,1.8815
1059,1040,1056,33.0000,1.8815
1061,1046,1009,80.0000,2.1014
1061,1046,1054,80.0000,2.1450
1062,1071,1033,37.5000,1.9321
1063,1074,1039,37.5000,1.9321
1064,1030,1011,33.0000,1.8815
1064,1030,1012,37.5000,1.9321
1064,1030,1025,33.0000,1.8815
1065,1067,1034,50.0000,2.1276
1066,1051,1000,37.5000,1.9321
1066,1051,1049,33.0000,1.8815
1067,1034,988,63.0000,1.9216
1067,1034,1026,35.0000,1.9111
1067,1034,1050,80.0000,1.9146
1067,1065,1041,80.0000,2.1450
1068,1051,1000,37.5000,1.9321
1068,1051,1049,33.0000,1.8815
1068,1051,1066,33.0000,1.8815
1069,1045,1001,37.5000,1.9321
1069,1045,1033,37.5000,1.9321
1069,1045,1058,33.0000,1.8815
1070,1036,998,80.0000,2.1014
1070,1036,1016,80.0000,2.1450
1071,1033,1003,37.5000,1.9321
1071,1033,1019,37.5000,1.9321
1071,1033,1045,58.3500,1.9670
1071,1078,1054,80.0000,1.9146
1072,1043,1012,37.5000,1.9321
1072,1043,1016,35.0000,1.9111
1072,1043,1047,35.0000,1.9111
1074,1039,1002,80.0000,1.9146
1074,1039,1007,63.0000,1.9391
1074,1039,1048,37.5000,1.9321
1075,1055,1050,55.0000,1.8937
1076,1047,1008,80.0000,2.1450
1076,1047,1043,80.0000,2.1014
1077,1078,1054,35.0000,1.9111
1077,1078,1071,37.5000,1.9321
1078,1054,1038,38.0000,2.0665
1078,1054,1046,50.0000,2.1276
1078,1071,1033,58.3500,1.9670
1078,1071,1062,37.5000,1.9321
1079,1085,1060,33.0000,1.8815
1080,1073,1053,33.0000,1.8815
1080,1073,1057,33.0000,1.8815
1081,1083,1050,37.5000,1.9321
1082,1074,1039,37.5000,1.9321
1082,1074,1063,33.0000,1.8815
1083,1050,1023,37.5000,1.9321
1083,1050,1034,58.3500,1.9670
1083,1050,1055,50.0000,1.9111
1085,1094,1065,63.0000,1.9391
1087,1067,1034,38.0000,2.0665
1087,1067,1065,35.0000,2.0909
1090,1083,1050,37.5000,1.9321
1090,1083,1081,33.0000,1.8815
1091,1097,1074,37.5000,1.9321
1092,1098,1073,37.5000,1.9321
1093,1071,1033,37.5000,1.9321
1093,1071,1062,33.0000,1.8815
1093,1071,1078,37.5000,1.9321
1094,1065,1041,80.0000,2.1014
1094,1065,1067,70.0000,2.0351
1094,1085,1060,37.5000,1.9321
1094,1085,1079,37.5000,1.9321
1094,1099,1088,38.0000,2.0665
1097,1074,1039,58.3500,1.9670
1097,1074,1063,37.5000,1.9321
1097,1074,1082,37.5000,1.9321
1098,1073,1053,37.5000,1.9321
1098,1073,1057,37.5000,1.9321
1098,1073,1080,37.5000,1.9321
1098,1113,1096,37.5000,1.9321
1099,1094,1065,63.0000,1.9216
1099,1094,1085,80.0000,1.9146
1100,1085,1060,33.0000,1.8815
1100,1085,1079,33.0000,1.8815
1100,1085,1094,37.5000,1.9321
1101,1083,1050,37.5000,1.9321
1101,1083,1081,33.0000,1.8815
1101,1083,1090,33.0000,1.8815
1103,1105,1089,33.0000,1.8815
1104,1116,1102,35.0000,1.9111
1105,1108,1086,37.5000,1.9321
1107,1118,1098,37.5000,1.9321
1108,1105,1089,37.5000,1.9321
1108,1105,1103,37.5000,1.9321
1108,1121,1104,70.0000,2.0351
1109,1097,1074,37.5000,1.9321
1109,1097,1091,33.0000,1.8815
1110,1078,1054,63.0000,1.9216
1110,1078,1071,63.0000,1.9391
1110,1078,1077,35.0000,1.9111
1110,1115,1095,35.0000,2.0909
1112,1094,1065,35.0000,1.9111
1112,1094,1085,37.5000,1.9321
1112,1094,1099,35.0000,1.9111
1113,1098,1073,58.3500,1.9670
1113,1098,1092,37.5000,1.9321
1114,1120,1097,70.0000,2.0420
1115,1110,1078,70.0000,2.0351
1116,1104,1084,38.0000,2.0665
1116,1117,1099,70.0000,2.0351
1117,1099,1088,35.0000,2.0909
1117,1099,1094,50.0000,2.1276
1117,1116,1102,35.0000,1.9111
1117,1116,1104,63.0000,1.9216
1118,1098,1073,58.3500,1.9670
1118,1098,1092,37.5000,1.9321
1118,1098,1113,58.3500,1.9670
1119,1113,1096,33.0000,1.8815
1119,1113,1098,37.5000,1.9321
1120,1097,1074,63.0000,1.9391
1120,1097,1091,35.0000,1.9111
1120,1097,1109,35.0000,1.9111
1121,1104,1084,35.0000,2.0909
1121,1104,1116,50.0000,2.1276
1121,1108,1086,35.0000,1.9111
1121,1108,1105,63.0000,1.9391
1122,1123,1108,50.0000,2.1276
1123,1108,1086,35.0000,1.9111
1123,1108,1105,80.0000,1.9146
1123,1108,1121,63.0000,1.9216
1123,1122,1106,80.0000,2.1450
1126,1118,1098,37.5000,1.9321
1126,1118,1107,33.0000,1.8815
1127,1110,1078,80.0000,2.1014
1127,1110,1115,80.0000,2.1450
1128,1139,1123,35.0000,1.9111
1129,1138,1124,33.0000,1.8815
1130,1140,1113,80.0000,1.9146
1131,1133,1105,37.5000,1.9321
1132,1117,1099,80.0000,2.1450
1132,1117,1116,80.0000,2.1014
1133,1105,1089,37.5000,1.9321
1133,1105,1103,37.5000,1.9321
1133,1105,1108,58.3500,1.9670
1133,1139,1123,80.0000,1.9146
1133,1139,1128,37.5000,1.9321
1134,1118,1098,37.5000,1.9321
1134,1118,1107,33.0000,1.8815
1134,1118,1126,33.0000,1.8815
1135,1142,1122,35.0000,1.9111
1136,1116,1102,33.0000,1.8815
1136,1116,1104,35.0000,1.9111
1136,1116,1117,35.0000,1.9111
1137,1142,1122,63.0000,1.9216
1137,1142,1135,35.0000,1.9111
1138,1141,1115,80.0000,1.9146
1139,1123,1108,50.0000,2.0595
1139,1123,1122,50.0000,2.1276
1139,1133,1105,58.3500,1.9670
1139,1133,1131,37.5000,1.9321
1140,1113,1096,37.5000,1.9321
1140,1113,1098,58.3500,1.9670
1140,1113,1119,37.5000,1.9321
1140,1130,1111,38.0000,2.0665
1140,1145,1137,70.0000,2.0351
1141,1115,1095,38.0000,2.0665
1141,1115,1110,50.0000,2.1276
1141,1138,1124,37.5000,1.9321
1141,1138,1129,37.5000,1.9321
1141,1147,1130,70.0000,2.0351
1142,1122,1106,80.0000,2.1014
1142,1122,1123,70.0000,2.0351
1142,1137,1125,38.0000,2.0665
1143,1120,1097,70.0000,2.0420
1143,1120,1114,80.0000,2.1991
1144,1121,1104,80.0000,2.1450
1144,1121,1108,80.0000,2.1014
1145,1137,1125,35.0000,2.0909
1145,1137,1142,50.0000,2.1276
1145,1140,1113,63.0000,1.9391
1145,1140,1130,63.0000,1.9216
1146,1133,1105,37.5000,1.9321
1146,1133,1131,33.0000,1.8815
1146,1133,1139,37.5000,1.9321
1147,1130,1111,35.0000,2.0909
1147,1130,1140,50.0000,2.1276
1147,1141,1115,63.0000,1.9216
1147,1141,1138,63.0000,1.9391
1148,1140,1113,37.5000,1.9321
1148,1140,1130,35.0000,1.9111
1148,1140,1145,35.0000,1.9111
1149,1141,1115,35.0000,1.9111
1149,1141,1138,37.5000,1.9321
1149,1141,1147,35.0000,1.9111
1150,1138,1124,33.0000,1.8815
1150,1138,1129,33.0000,1.8815
1150,1138,1141,37.5000,1.9321
1151,1139,1123,35.0000,1.9111
1151,1139,1128,33.0000,1.8815
1151,1139,1133,37.5000,1.9321
1152,1142,1122,35.0000,1.9111
1152,1142,1135,33.0000,1.8815
1152,1142,1137,35.0000,1.9111
1153,1145,1137,80.0000,2.1450
1153,1145,1140,80.0000,2.1014
1154,1147,1130,80.0000,2.1450
1154,1147,1141,80.0000,2.1014
